time,Latitude,Longitude
234053,4202.1193,7141.7877
234054,4202.1193,7141.7877
234055,4202.1193,7141.7877
234056,4202.1193,7141.7877
234057,4202.1193,7141.7877
234058,4202.1193,7141.7877
234059,4202.1193,7141.7877
234100,4202.1193,7141.7877
234101,4202.1193,7141.7877
234102,4202.1193,7141.7877
234103,4202.1193,7141.7877
234104,4202.1193,7141.7877
234105,4202.1193,7141.7877
234106,4202.1193,7141.7877
234107,4202.1193,7141.7877
234108,4202.1193,7141.7877
234109,4202.1193,7141.7877
234110,4202.1193,7141.7877
234111,4202.1193,7141.7877
234112,4202.1193,7141.7877
234113,4202.1193,7141.7877
234114,4202.1193,7141.7877
234115,4202.1193,7141.7877
234116,4202.1193,7141.7877
234117,4202.1193,7141.7877
234118,4202.1193,7141.7877
234119,4202.1193,7141.7877
234120,4202.1193,7141.7877
234121,4202.1193,7141.7877
234122,4202.1193,7141.7877
234123,4202.1193,7141.7877
234124,4202.1193,7141.7877
234125,4202.1193,7141.7877
234126,4202.1193,7141.7877
234127,4202.1193,7141.7877
234128,4202.1193,7141.7877
234129,4202.1193,7141.7877
234130,4202.1193,7141.7877
234131,4202.1193,7141.7877
234132,4202.1193,7141.7877
234133,4202.1193,7141.7877
234134,4202.1193,7141.7877
234135,4202.1193,7141.7877
234136,4202.1193,7141.7877
234137,4202.1193,7141.7877
234138,4202.1193,7141.7877
234139,4202.1193,7141.7877
234140,4202.1193,7141.7877
234141,4202.1193,7141.7877
234142,4202.1193,7141.7877
234143,4202.1193,7141.7877
234144,4202.1193,7141.7877
234145,4202.1193,7141.7877
234146,4202.1193,7141.7877
234147,4202.1193,7141.7877
234148,4202.1193,7141.7877
234149,4202.1193,7141.7877
234150,4202.1193,7141.7877
234151,4202.1193,7141.7877
234152,4202.1193,7141.7877
234153,4202.1193,7141.7877
234154,4202.1193,7141.7877
234155,4202.1193,7141.7877
234156,4202.1193,7141.7877
234157,4202.1193,7141.7877
234158,4202.1193,7141.7877
234159,4202.1193,7141.7877
234200,4202.1193,7141.7877
234201,4202.1193,7141.7877
234202,4202.1193,7141.7877
234203,4202.1193,7141.7877
234204,4202.1193,7141.7877
234205,4202.1193,7141.7877
234206,4202.1193,7141.7877
234207,4202.1193,7141.7877
234208,4202.1193,7141.7877
234209,4202.1193,7141.7877
234210,4202.1193,7141.7877
234211,4202.1193,7141.7877
234212,4202.1193,7141.7877
234213,4202.1193,7141.7877
234214,4202.1193,7141.7877
234215,4202.1193,7141.7877
234216,4202.1193,7141.7877
234217,4202.1193,7141.7877
234218,4202.1193,7141.7877
234219,4202.1193,7141.7877
234220,4202.1193,7141.7877
234221,4202.1193,7141.7877
234222,4202.1193,7141.7877
234223,4202.1193,7141.7877
234224,4202.1193,7141.7877
234225,4202.1193,7141.7877
234226,4202.1193,7141.7877
234227,4202.1193,7141.7877
234228,4202.1193,7141.7877
234229,4202.1193,7141.7877
234230,4202.1193,7141.7877
234231,4202.1193,7141.7877
234232,4202.1193,7141.7877
234233,4202.1193,7141.7877
234234,4202.1193,7141.7877
234235,4202.1193,7141.7877
234236,4202.1193,7141.7877
234237,4202.1193,7141.7877
234238,4202.1193,7141.7877
234239,4202.1193,7141.7877
234240,4202.1193,7141.7877
234241,4202.1193,7141.7877
234242,4202.1193,7141.7877
234243,4202.1193,7141.7877
234244,4202.1193,7141.7877
234245,4202.1193,7141.7877
234246,4202.1193,7141.7877
234247,4202.1193,7141.7877
234248,4202.1193,7141.7877
234249,4202.1193,7141.7877
234250,4202.1193,7141.7877
234251,4202.1193,7141.7877
234252,4202.1193,7141.7877
234253,4202.1193,7141.7877
234254,4202.1193,7141.7877
234255,4202.1193,7141.7877
234256,4202.1193,7141.7877
234257,4202.1193,7141.7877
234258,4202.1193,7141.7877
234259,4202.1193,7141.7877
234300,4202.1193,7141.7877
234301,4202.1193,7141.7877
234302,4202.1193,7141.7877
234303,4202.1193,7141.7877
234304,4202.1193,7141.7877
234305,4202.1193,7141.7877
234306,4202.1193,7141.7877
234307,4202.1193,7141.7877
234308,4202.1193,7141.7877
234309,4202.1193,7141.7877
234310,4202.1193,7141.7877
234311,4202.1193,7141.7877
234312,4202.1193,7141.7877
234313,4202.1193,7141.7877
234314,4202.1193,7141.7877
234315,4202.1193,7141.7877
234316,4202.1193,7141.7877
234317,4202.1193,7141.7877
234318,4202.1193,7141.7877
234319,4202.1193,7141.7877
234320,4202.1193,7141.7877
234321,4202.1193,7141.7877
234322,4202.1193,7141.7877
234323,4202.1193,7141.7877
234324,4202.1193,7141.7877
234325,4202.1193,7141.7877
234326,4202.1193,7141.7877
234327,4202.1193,7141.7877
234328,4202.1193,7141.7877
234329,4202.1193,7141.7877
234330,4202.1193,7141.7877
234331,4202.1193,7141.7877
234332,4202.1193,7141.7877
234333,4202.1193,7141.7877
234334,4202.1193,7141.7877
234335,4202.1193,7141.7877
234336,4202.1193,7141.7877
234337,4202.1193,7141.7877
234338,4202.1193,7141.7877
234339,4202.1193,7141.7877
234340,4202.1193,7141.7877
234341,4202.1193,7141.7877
234342,4202.1193,7141.7877
234343,4202.1193,7141.7877
234344,4202.1193,7141.7877
234345,4202.1193,7141.7877
234346,4202.1193,7141.7877
234347,4202.1193,7141.7877
234348,4202.1193,7141.7877
234349,4202.1193,7141.7877
234350,4202.1193,7141.7877
234351,4202.1193,7141.7877
234352,4202.1193,7141.7877
234353,4202.1193,7141.7877
234354,4202.1193,7141.7877
234355,4202.1193,7141.7877
234356,4202.1193,7141.7877
234357,4202.1193,7141.7877
234358,4202.1192,7141.7877
234359,4202.1192,7141.7877
234400,4202.1192,7141.7877
234401,4202.1192,7141.7877
234402,4202.1192,7141.7877
234403,4202.1192,7141.7877
234404,4202.1192,7141.7877
234405,4202.1192,7141.7877
234406,4202.1192,7141.7877
234407,4202.1192,7141.7877
234408,4202.1192,7141.7877
234409,4202.1192,7141.7877
234410,4202.1192,7141.7877
234411,4202.1192,7141.7877
234412,4202.1192,7141.7877
234413,4202.1192,7141.7877
234414,4202.1192,7141.7877
234415,4202.1192,7141.7877
234416,4202.1192,7141.7877
234417,4202.1192,7141.7877
234418,4202.1192,7141.7877
234419,4202.1192,7141.7877
234420,4202.1192,7141.7877
234421,4202.1192,7141.7877
234422,4202.1192,7141.7877
234423,4202.1192,7141.7877
234424,4202.1192,7141.7877
234425,4202.1192,7141.7877
234426,4202.1192,7141.7877
234427,4202.1192,7141.7877
234428,4202.1192,7141.7877
234429,4202.1192,7141.7877
234430,4202.1192,7141.7877
234431,4202.1192,7141.7877
234432,4202.1192,7141.7877
234433,4202.1192,7141.7877
234434,4202.1192,7141.7877
234435,4202.1192,7141.7877
234436,4202.1192,7141.7877
234437,4202.1192,7141.7877
234438,4202.1192,7141.7877
234439,4202.1192,7141.7877
234440,4202.1192,7141.7877
234441,4202.1192,7141.7877
234442,4202.1192,7141.7877
234443,4202.1192,7141.7877
234444,4202.1192,7141.7877
234445,4202.1192,7141.7877
234446,4202.1192,7141.7877
234447,4202.1192,7141.7877
234448,4202.1192,7141.7877
234449,4202.1192,7141.7877
234450,4202.1192,7141.7877
234451,4202.1192,7141.7877
234452,4202.1192,7141.7877
234453,4202.1192,7141.7877
234454,4202.1192,7141.7877
234455,4202.1192,7141.7877
234456,4202.1192,7141.7877
234457,4202.1192,7141.7877
234458,4202.1192,7141.7877
234459,4202.1192,7141.7877
234500,4202.1192,7141.7877
234501,4202.1192,7141.7877
234502,4202.1192,7141.7877
234503,4202.1192,7141.7877
234504,4202.1192,7141.7877
234505,4202.1192,7141.7877
234506,4202.1192,7141.7877
234507,4202.1192,7141.7877
234508,4202.1192,7141.7877
234509,4202.1192,7141.7877
234510,4202.1192,7141.7877
234511,4202.1192,7141.7877
234512,4202.1192,7141.7877
234513,4202.1192,7141.7877
234514,4202.1192,7141.7877
234515,4202.1192,7141.7877
234516,4202.1192,7141.7877
